response_latency_ms,avg_pause_duration_ms,backspace_count,edit_intensity,cursor_corrections,first_keystroke_delay_ms,cognitive_bias_score,embodied_score,moral_reasoning_speed,response_entropy,humanity_score,agent_type
3336.2,1169.6,11,0.2357,9,2041.0,2.691,0.714,5549.2,3.606,1,human
3996.8,560.1,7,0.4607,7,535.7,1.925,0.862,11349.2,2.834,1,human
2105.8,283.7,5,0.4693,6,927.5,3.026,0.6,3589.1,3.991,1,human
1090.6,65.9,1,0.1136,0,136.6,0.993,0.269,414.9,3.958,0,llama
4387.8,1350.2,11,0.2351,8,1517.9,1.584,0.564,5483.8,4.112,1,human
688.2,32.5,2,0.0564,1,141.8,0.646,0.072,606.8,3.499,0,llama
359.8,86.0,2,0.1256,0,118.2,1.424,0.059,511.6,4.363,0,llama
412.0,71.4,1,0.1486,0,196.3,0.505,0.229,351.8,4.006,0,gemini
5332.0,558.0,9,0.4786,11,2216.4,3.384,0.854,4551.8,4.392,1,human
323.4,101.1,1,0.0364,2,81.0,1.353,0.345,384.6,3.805,0,claude
200.9,79.5,0,0.0963,2,128.7,1.227,0.152,534.8,4.538,0,gemini
371.6,84.9,3,0.1285,1,126.8,0.544,0.336,320.6,4.104,0,mistral
415.6,64.1,2,0.2621,0,151.4,1.641,0.154,544.2,4.465,0,llama
217.5,122.3,1,0.043,1,121.8,0.35,0.162,742.1,4.068,0,gpt4
7128.6,639.0,9,0.3098,7,551.5,2.331,0.612,12475.8,3.508,1,human
2471.7,370.7,4,0.2011,14,219.0,1.972,0.83,5993.3,4.889,1,human
380.6,62.0,0,0.233,1,170.1,0.236,0.178,513.7,4.586,0,mistral
5772.4,536.2,11,0.4477,4,3436.7,2.776,0.789,3267.2,4.47,1,human
380.3,61.4,0,0.0452,0,94.9,0.873,0.265,658.4,4.105,0,claude
635.3,56.7,1,0.1079,2,85.9,0.323,0.463,430.3,5.025,0,mistral
7181.7,517.8,3,0.1373,12,503.6,2.958,0.5,5980.7,4.435,1,human
222.6,49.3,2,0.0647,2,126.4,0.814,0.321,442.8,4.288,0,gpt4
5448.0,155.0,11,0.0276,5,1855.8,0.928,0.685,4327.2,3.328,1,human
591.5,126.0,2,0.3074,3,74.7,0.076,0.271,427.0,4.029,0,gemini
299.6,87.1,0,0.103,3,93.3,0.244,0.299,592.0,3.511,0,claude
328.5,47.3,0,0.0306,1,220.0,1.849,0.308,341.4,4.904,0,claude
350.3,57.0,2,0.0422,0,212.9,1.012,0.037,318.6,4.179,0,claude
442.4,55.2,1,0.0828,1,127.2,0.309,0.36,705.2,4.126,0,mistral
2864.0,453.6,5,0.4769,5,2435.2,1.762,0.674,11437.5,4.854,1,human
262.7,94.2,0,0.0913,1,180.5,0.319,0.045,712.7,4.033,0,llama
333.8,68.9,0,0.138,0,172.0,0.405,0.165,426.6,4.564,0,gemini
2655.9,431.2,4,0.4971,5,2055.0,3.196,0.607,5335.8,3.691,1,human
3970.9,179.6,5,0.137,14,916.6,3.665,0.743,5107.8,3.185,1,human
4155.3,339.9,3,0.3853,10,1474.5,1.122,0.786,4848.1,4.821,1,human
331.8,64.9,1,0.1719,1,105.7,1.148,0.051,522.3,3.572,0,gemini
183.8,47.9,0,0.1108,1,94.0,1.353,0.161,696.5,4.721,0,gpt4
2694.2,910.0,9,0.1627,5,579.9,3.077,0.531,7065.7,4.166,1,human
9678.6,527.8,9,0.2151,5,655.8,1.821,0.795,9561.8,4.3,1,human
4162.0,744.0,20,0.4245,8,2195.0,2.875,0.809,7146.8,3.257,1,human
245.7,74.6,0,0.054,1,86.6,0.573,0.299,300.0,4.53,0,claude
8924.8,1077.8,10,0.2977,6,2493.0,2.835,0.849,12547.0,3.817,1,human
3198.1,308.6,1,0.5223,15,1286.9,2.408,0.601,6303.0,4.181,1,human
376.6,85.7,1,0.1936,1,116.0,1.304,0.238,465.7,3.961,0,llama
5463.5,337.9,8,0.3785,5,2559.5,2.505,0.819,4463.6,3.893,1,human
4784.9,352.1,3,0.491,10,1516.3,3.137,0.876,7514.3,2.619,1,human
4119.5,201.6,10,0.5805,4,213.4,2.111,0.507,7304.1,3.785,1,human
5202.5,586.4,8,0.29,7,409.8,3.035,0.876,6581.6,3.564,1,human
395.3,77.8,0,0.006,2,120.4,0.375,0.21,725.9,4.109,0,mistral
3182.0,266.4,3,0.4267,7,2776.2,2.141,0.735,12468.1,3.69,1,human
232.5,78.0,1,0.0376,0,82.7,0.322,0.498,467.9,4.76,0,gemini
2458.1,479.8,10,0.2972,6,2360.1,2.994,0.639,5046.9,2.706,1,human
6742.8,302.4,9,0.2394,6,4128.2,3.03,0.796,5864.4,3.569,1,human
247.4,97.1,0,0.0287,1,229.4,0.495,0.25,410.3,4.356,0,claude
278.9,62.2,0,0.0564,1,85.4,0.318,0.313,631.3,4.112,0,llama
342.3,61.8,0,0.2537,1,134.6,0.821,0.346,483.8,4.315,0,claude
510.4,66.1,1,0.2716,1,70.2,1.082,0.21,365.6,4.859,0,mistral
7884.9,169.3,3,0.1644,6,2378.4,2.805,0.838,12290.6,4.968,1,human
4518.9,424.8,7,0.2483,4,1044.0,3.492,0.641,5253.0,4.315,1,human
413.1,66.8,3,0.0447,0,130.0,1.206,0.137,642.6,3.84,0,llama
795.8,1548.7,2,0.2835,8,806.7,2.712,0.804,8722.3,4.291,1,human
4560.8,556.2,14,0.3099,4,1222.5,1.936,0.708,9625.8,4.25,1,human
1886.4,652.1,6,0.6073,5,345.6,3.091,0.659,12827.7,3.977,1,human
3402.0,587.6,12,0.4019,11,1489.8,2.483,0.818,3147.5,3.9,1,human
371.7,52.5,2,0.0871,3,181.5,0.8,0.173,535.7,4.613,0,mistral
225.3,55.5,0,0.0719,0,100.9,0.843,0.139,883.0,4.533,0,mistral
4201.9,298.6,11,0.2856,7,1133.3,3.32,0.863,5347.0,4.579,1,human
201.8,46.2,1,0.0545,1,131.0,0.685,0.201,515.7,3.848,0,claude
9354.1,627.3,12,0.3815,6,1362.4,2.406,0.557,3613.4,4.041,1,human
257.7,63.7,0,0.0964,0,128.1,1.442,0.118,300.0,4.179,0,llama
2167.9,403.3,5,0.1534,14,4291.8,3.05,0.542,7773.8,4.389,1,human
4034.4,303.9,8,0.2378,14,758.7,3.18,0.642,3377.2,4.267,1,human
314.1,79.1,0,0.0275,0,119.4,0.461,0.221,535.2,4.395,0,claude
322.9,59.3,1,0.1292,1,150.0,1.967,0.12,349.3,4.278,0,mistral
3743.7,383.6,10,0.3349,8,1817.4,3.457,0.96,6682.4,3.874,1,human
4478.3,762.8,7,0.1725,7,799.0,1.971,0.691,7939.4,4.309,1,human
5098.1,241.6,3,0.3005,7,1952.4,3.807,0.944,18132.4,3.953,1,human
1653.5,183.6,4,0.1229,6,930.1,2.814,0.629,7034.2,3.531,1,human
4413.0,899.3,21,0.2914,7,2996.4,2.498,0.706,11594.5,4.123,1,human
152.4,43.0,1,0.1023,0,87.8,0.409,0.134,407.4,4.575,0,gpt4
272.3,62.2,1,0.0563,1,129.5,1.023,0.225,432.4,4.152,0,gemini
4345.4,294.4,2,0.1608,11,4842.1,2.069,0.625,5622.7,4.104,1,human
276.5,42.8,0,0.0117,0,222.5,1.015,0.077,438.7,4.26,0,claude
3318.7,241.4,16,0.1686,10,1275.2,3.108,0.912,7155.6,3.829,1,human
6153.7,435.7,7,0.5978,8,3005.1,2.699,0.889,5954.9,4.022,1,human
1083.9,42.4,0,0.1643,0,106.0,0.64,0.308,406.4,4.785,0,llama
1813.1,246.0,2,0.3011,7,499.3,3.544,0.857,8228.7,3.308,1,human
8114.4,194.9,5,0.0542,9,821.4,3.234,0.937,5768.8,4.153,1,human
6915.5,210.4,12,0.1382,5,2014.3,3.42,0.588,11899.2,3.497,1,human
418.2,74.2,2,0.1981,2,195.6,0.555,0.38,336.5,4.117,0,gpt4
3173.3,1311.1,12,0.378,7,771.2,1.768,0.665,6413.9,4.342,1,human
226.9,137.4,1,0.1005,1,161.0,0.479,0.491,326.5,4.292,0,mistral
2753.0,385.1,6,0.4802,9,834.7,1.994,0.935,4026.7,4.413,1,human
282.7,60.9,1,0.0035,0,191.6,0.64,0.17,672.7,4.769,0,gpt4
4192.0,189.0,6,0.2595,8,1495.3,2.45,0.812,8122.3,2.932,1,human
9269.7,296.9,5,0.5136,8,3117.0,1.963,0.685,11215.0,4.275,1,human
3755.1,198.1,4,0.4612,4,406.7,2.996,0.791,4879.4,3.826,1,human
4146.9,1128.3,14,0.1441,5,1713.7,2.551,0.801,7253.3,3.609,1,human
6387.0,937.3,6,0.5303,7,1117.8,3.3,0.639,6793.1,2.838,1,human
358.3,67.1,1,0.3665,0,203.2,0.223,0.226,574.6,4.037,0,claude
693.9,83.9,0,0.1624,1,199.8,0.72,0.275,403.3,4.252,0,llama
3958.6,200.3,7,0.3271,7,1036.8,3.709,0.769,5433.2,4.5,1,human
3066.5,1634.4,8,0.27,10,1742.7,3.109,0.798,7589.0,3.112,1,human
476.9,82.5,1,0.1471,1,161.0,0.421,0.222,424.6,3.754,0,llama
3445.6,894.7,4,0.3926,10,1086.2,3.206,0.702,4170.7,4.418,1,human
3585.1,916.2,3,0.3897,5,1211.4,2.583,0.903,6712.8,3.981,1,human
9397.8,667.7,12,0.3852,8,667.7,2.833,0.541,4804.1,3.524,1,human
233.7,80.0,0,0.2462,0,104.0,0.75,0.221,427.6,4.09,0,gemini
3778.6,832.1,16,0.1981,7,380.3,1.878,0.782,2000.0,3.033,1,human
3718.2,1626.8,6,0.4082,10,1331.1,2.515,0.724,6832.6,2.979,1,human
414.9,107.4,1,0.0734,0,118.6,1.386,0.404,415.0,4.802,0,mistral
360.8,115.0,0,0.2544,0,147.5,0.84,0.161,576.2,4.057,0,llama
186.7,73.4,0,0.209,0,229.4,0.686,0.155,455.5,4.081,0,gpt4
3510.9,498.1,5,0.2157,13,3255.7,3.566,0.846,5296.9,3.238,1,human
379.6,64.7,0,0.1072,1,176.2,0.615,0.266,565.4,4.542,0,gemini
3153.3,453.5,9,0.1005,12,1642.6,2.456,0.85,6794.5,3.277,1,human
2288.1,727.4,8,0.3971,11,1243.7,3.081,0.902,9931.8,3.947,1,human
5916.1,408.9,4,0.5905,11,428.2,3.311,0.82,6896.8,4.164,1,human
2747.3,923.2,10,0.4684,5,590.0,2.438,0.779,6371.9,4.149,1,human
536.2,78.1,1,0.0787,2,143.1,0.465,0.165,547.9,4.392,0,llama
6111.0,562.9,5,0.3712,11,929.4,2.314,0.742,4432.4,3.617,1,human
2963.8,824.2,5,0.2038,9,1449.2,3.797,0.809,4392.6,2.924,1,human
826.5,65.5,2,0.0732,2,177.2,2.58,0.118,668.6,3.947,0,llama
2756.8,275.3,14,0.0745,12,245.2,1.568,0.733,6218.4,2.996,1,human
1935.7,599.1,3,0.2287,10,1956.9,3.208,0.948,9085.5,4.157,1,human
448.0,43.8,0,0.1282,1,122.8,1.57,0.224,526.6,4.416,0,gemini
3418.6,623.1,7,0.3441,14,2295.4,3.442,0.8,8368.0,2.89,1,human
2944.2,317.8,7,0.172,8,703.5,3.361,0.815,9990.3,3.356,1,human
258.3,57.3,0,0.1,0,124.8,1.075,0.35,300.0,4.385,0,gpt4
180.9,95.9,0,0.0377,2,98.3,0.675,0.174,650.0,4.426,0,claude
192.3,77.1,1,0.1052,1,98.6,1.001,0.541,422.3,4.589,0,gemini
5205.7,547.6,12,0.3484,10,2845.5,2.217,0.56,18114.2,3.683,1,human
2079.5,407.5,6,0.291,5,887.6,3.262,0.588,10995.9,3.203,1,human
248.2,52.9,1,0.0466,0,120.8,0.312,0.193,895.8,4.314,0,gpt4
268.9,72.0,0,0.0531,2,117.8,0.04,0.045,526.5,4.403,0,claude
7918.3,187.9,9,0.1274,7,788.6,1.383,0.765,6737.4,4.539,1,human
455.9,41.0,0,0.2771,2,61.6,0.226,0.183,606.3,4.414,0,gpt4
611.1,87.0,1,0.1349,0,141.5,0.555,0.309,606.9,4.098,0,llama
348.9,74.5,2,0.0398,0,180.6,0.579,0.237,497.2,4.136,0,gemini
3534.1,1492.2,3,0.545,9,1661.9,3.202,0.83,5524.1,3.509,1,human
4628.5,479.0,11,0.4603,12,1955.9,2.868,0.817,7266.1,2.594,1,human
393.1,65.3,0,0.0255,2,168.1,0.63,0.091,640.7,4.873,0,claude
3670.2,657.8,4,0.363,9,603.0,3.602,0.365,4880.4,3.884,1,human
5139.4,314.2,18,0.2505,6,531.8,3.044,0.781,6035.4,2.346,1,human
4034.2,304.1,6,0.2932,6,1593.6,2.907,0.484,11976.5,3.934,1,human
349.9,57.2,1,0.0152,0,72.1,1.014,0.277,424.6,3.652,0,gpt4
2359.5,295.0,8,0.1075,9,1374.9,3.263,0.727,14270.7,3.689,1,human
1999.6,134.8,13,0.1066,11,305.0,1.612,0.665,5276.0,3.403,1,human
1092.3,46.9,0,0.0816,1,93.2,0.392,0.102,566.6,4.242,0,llama
373.8,66.7,2,0.0086,1,146.1,0.887,0.324,300.0,4.121,0,llama
235.1,50.4,0,0.0531,3,84.6,0.836,0.179,406.4,3.973,0,claude
569.2,63.4,2,0.1767,1,136.4,0.464,0.406,457.6,4.487,0,gpt4
4812.1,385.8,8,0.2966,3,2207.0,2.51,0.865,4908.4,3.207,1,human
2540.9,671.2,4,0.1318,1,674.2,2.756,0.752,9336.7,4.84,1,human
485.2,131.1,2,0.1173,1,96.9,1.448,0.278,447.8,4.373,0,llama
5821.0,577.0,14,0.3782,14,2126.6,3.157,0.684,7458.0,3.867,1,human
306.8,93.3,0,0.1958,2,174.7,1.068,0.218,481.2,4.214,0,gemini
2792.8,714.4,10,0.54,11,1106.6,2.102,0.76,4291.2,4.853,1,human
12026.9,429.0,11,0.1927,9,526.1,2.559,0.85,8134.5,3.33,1,human
4630.9,510.1,3,0.4944,11,3159.1,1.855,0.701,12208.3,2.844,1,human
7256.5,637.1,8,0.3576,11,445.2,3.61,0.793,7207.3,3.799,1,human
5145.9,1017.8,13,0.2338,8,665.1,2.061,0.733,12899.8,4.39,1,human
5112.7,579.5,7,0.266,5,1875.8,3.321,0.597,7772.6,4.086,1,human
1030.7,41.2,2,0.0973,1,79.2,0.599,0.237,809.5,3.899,0,llama
3916.1,248.9,4,0.2906,12,8000.0,2.551,0.619,6292.6,3.774,1,human
1746.4,858.2,3,0.1185,12,1193.8,2.436,0.759,14800.9,4.586,1,human
6040.6,828.1,22,0.139,6,2033.6,2.344,0.662,6190.0,3.903,1,human
1698.6,888.5,10,0.2822,10,1510.4,1.283,0.903,8646.7,2.84,1,human
658.0,53.4,0,0.1356,2,88.0,2.373,0.262,300.0,3.98,0,llama
4182.6,314.5,8,0.1408,9,1796.5,2.509,0.875,5599.1,3.932,1,human
2686.1,543.1,13,0.2713,7,3696.7,1.517,0.848,8033.4,4.031,1,human
3880.0,682.0,15,0.4207,10,695.7,3.256,0.622,10682.4,4.83,1,human
201.9,74.6,1,0.0194,0,71.9,0.289,0.192,334.2,4.39,0,gpt4
2734.2,297.1,6,0.2217,8,893.7,3.419,0.763,7257.8,3.917,1,human
232.4,129.3,0,0.077,1,87.6,0.983,0.075,348.4,4.473,0,gpt4
1105.7,79.6,1,0.1346,1,129.4,0.998,0.164,669.2,4.559,0,llama
346.5,52.3,1,0.1054,1,119.7,0.776,0.064,477.6,4.024,0,claude
3426.5,514.5,9,0.3298,8,599.6,3.271,0.726,6368.9,4.784,1,human
3910.9,582.2,1,0.3756,5,662.2,2.883,0.691,9084.6,3.874,1,human
2845.6,757.6,4,0.4586,10,862.8,2.991,0.892,2628.9,4.455,1,human
374.2,68.0,0,0.1009,1,129.0,0.696,0.273,583.6,4.945,0,gemini
2706.9,456.8,5,0.7243,5,2393.4,3.13,0.433,7489.1,4.012,1,human
495.2,38.1,0,0.2412,0,162.8,1.055,0.13,496.6,4.202,0,gpt4
4295.7,575.1,4,0.1298,6,620.2,2.41,0.717,4955.1,4.152,1,human
523.6,51.1,0,0.0956,1,165.6,1.284,0.092,344.4,3.928,0,gemini
5326.2,550.7,0,0.2615,8,4055.6,2.947,0.852,5561.8,3.391,1,human
5964.3,508.5,4,0.4397,5,2795.2,1.546,0.729,8431.3,3.442,1,human
2726.7,342.9,7,0.1674,9,405.8,2.594,0.618,6446.2,3.676,1,human
2981.9,122.5,1,0.2719,10,304.4,3.724,0.754,3742.6,2.728,1,human
2829.4,515.1,3,0.2886,8,2344.6,2.626,0.775,11059.5,4.867,1,human
629.5,103.9,0,0.1638,0,162.3,1.249,0.08,863.2,4.497,0,llama
3281.2,202.9,24,0.1688,13,1205.4,2.436,0.776,4362.7,4.53,1,human
382.3,95.1,1,0.188,1,147.8,0.347,0.105,300.0,4.3,0,gemini
232.3,66.6,0,0.0861,1,81.9,0.343,0.19,724.7,4.012,0,gemini
657.7,61.2,1,0.032,3,97.2,1.399,0.228,435.8,4.505,0,llama
2517.7,871.6,17,0.1966,11,1004.6,3.341,0.737,2711.7,4.597,1,human
6071.0,623.8,2,0.3529,9,1541.2,3.198,0.788,4569.5,3.767,1,human
301.5,68.0,1,0.0609,0,207.3,0.003,0.15,783.2,3.87,0,gpt4
4122.7,292.1,13,0.4368,9,1449.2,1.534,0.535,12562.1,4.601,1,human
162.9,33.6,1,0.0412,2,96.6,0.555,0.408,739.3,4.732,0,mistral
6531.0,668.4,14,0.4904,11,540.1,3.858,0.826,8042.0,2.982,1,human
275.2,66.2,1,0.0103,2,353.1,0.315,0.187,452.8,4.226,0,claude
7336.4,448.6,4,0.1697,12,2237.1,2.896,0.914,6756.7,3.241,1,human
177.6,91.0,0,0.2195,1,105.6,0.068,0.212,503.0,4.435,0,gpt4
3799.5,131.0,9,0.2812,7,381.4,0.772,0.908,9861.8,3.044,1,human
1545.9,420.9,8,0.365,8,674.2,3.014,0.806,2842.0,4.404,1,human
4066.4,227.7,6,0.1413,9,564.4,2.862,0.84,8171.5,3.407,1,human
5875.2,220.9,8,0.3183,14,1779.9,2.395,0.807,4413.1,3.866,1,human
10281.3,213.5,11,0.2617,7,970.6,3.005,0.71,7554.5,5.126,1,human
6069.5,642.1,22,0.5139,8,1681.3,2.909,0.602,5456.3,5.202,1,human
229.7,70.8,1,0.2483,1,168.6,1.559,0.178,459.4,4.963,0,gpt4
8373.5,681.7,9,0.1401,5,2874.5,2.993,0.914,9859.1,4.421,1,human
1044.8,198.7,4,0.2828,11,688.7,2.256,0.628,5161.6,3.136,1,human
431.9,90.4,0,0.1529,0,77.1,0.75,0.316,329.2,4.276,0,mistral
414.2,57.6,0,0.1917,1,251.1,0.124,0.448,582.1,4.676,0,gpt4
6220.2,1026.7,8,0.2428,5,952.5,2.412,0.88,7777.3,4.089,1,human
298.6,63.8,0,0.2617,3,99.7,1.186,0.268,666.6,4.178,0,mistral
3568.3,384.1,11,0.2307,10,720.8,2.836,0.667,4307.1,3.379,1,human
132.4,49.6,2,0.1338,0,126.1,0.145,0.369,663.7,4.395,0,claude
1886.7,317.8,7,0.3698,7,1900.7,2.363,0.796,4763.0,4.09,1,human
287.5,118.9,0,0.0032,1,213.0,0.849,0.224,844.3,4.137,0,gemini
3668.5,451.6,8,0.4527,9,1006.0,3.135,0.683,11495.6,3.307,1,human
4606.5,623.3,2,0.2317,10,3009.9,2.351,0.925,4449.2,4.222,1,human
840.2,51.8,0,0.0788,0,129.3,1.495,0.339,799.9,4.171,0,llama
9158.9,398.9,8,0.2409,5,992.7,1.536,0.712,11185.2,2.922,1,human
516.8,50.8,0,0.2748,2,327.0,0.421,0.319,414.7,4.253,0,gpt4
2758.1,920.6,8,0.2262,11,3297.1,1.851,0.643,5402.7,3.313,1,human
11626.9,462.1,11,0.5282,8,596.6,2.523,0.715,6496.9,3.525,1,human
3594.3,318.1,12,0.3285,14,525.5,2.452,0.843,6920.2,3.685,1,human
2210.7,1273.8,7,0.092,9,796.0,2.525,0.755,6681.2,3.841,1,human
138.5,50.2,0,0.0493,0,102.1,0.272,0.144,511.5,4.641,0,mistral
4445.0,456.1,8,0.1817,16,1200.7,1.412,0.497,4479.9,4.152,1,human
203.3,80.2,0,0.0354,2,143.9,0.419,0.125,392.0,4.232,0,claude
4338.1,795.1,14,0.5126,4,3983.4,2.759,0.624,5528.0,4.407,1,human
389.9,58.1,0,0.0182,1,139.1,0.802,0.096,537.0,4.586,0,gpt4
3122.9,460.0,7,0.1375,7,2296.5,1.697,0.734,3948.6,4.388,1,human
256.3,41.9,1,0.1218,0,192.7,0.217,0.113,334.1,3.953,0,gpt4
1853.2,2030.7,19,0.5706,10,2959.3,2.747,0.816,8564.7,4.353,1,human
233.3,36.9,0,0.2451,0,112.7,1.241,0.048,492.7,4.544,0,claude
954.6,89.3,2,0.0479,2,100.7,1.083,0.168,521.6,4.011,0,llama
4742.8,244.9,18,0.2724,14,2646.8,3.105,0.777,8135.3,3.338,1,human
3999.3,361.7,12,0.2264,5,100.0,2.925,0.813,9836.7,3.235,1,human
5470.3,297.6,5,0.4256,13,583.9,2.955,0.609,4281.3,3.319,1,human
2553.7,276.2,1,0.1943,11,1514.5,2.169,0.962,4466.4,3.049,1,human
437.0,87.4,1,0.0934,3,57.9,0.636,0.196,341.9,4.069,0,gemini
404.1,43.1,1,0.0121,2,98.1,0.794,0.16,581.7,4.433,0,llama
963.3,42.6,2,0.0914,2,55.2,0.937,0.153,857.3,4.007,0,llama
560.8,61.0,3,0.3265,1,125.7,1.1,0.154,588.9,4.33,0,gpt4
200.5,104.2,1,0.1038,1,132.8,0.181,0.271,622.9,4.242,0,llama
